keyword,position,prev_position,search_volume,keyword_difficulty,cpc,url,traffic,traffic_pct,traffic_cost,competition,serp_features,keyword_intents,position_type
pure encapsulations iron supplement,6,6,50,21,0.68,https://smartq.pureforyou.com/products/39354424459298/iron-c,1,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
ps100,38,39,4400,13,0.01,https://smartq.pureforyou.com/products/33055583240226/ps-100-phosphatidylserine-60,1,0,0,0.04,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
calcium kd,1,1,40,6,0,https://smartq.pureforyou.com/products/39444930887714/calcium-k-d,1,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
calcium kd,3,3,40,6,0,https://smartq.pureforyou.com/products/39444930887714/calcium-k-d,1,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
caprylic acid supplements,9,9,110,12,0.63,https://smartq.pureforyou.com/products/33055651495970/caprylic-acid-120,1,0,0,1,"Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
pure encapsulations adenosyl/hydroxy b12,4,4,30,7,1.95,https://smartq.pureforyou.com/products/33055659556898/adenosyl-hydroxy-b12-90,1,0,1,1,"Knowledge panel, Sitelinks, Related searches",informational,Organic
sunbutyrate,6,6,210,4,1.43,https://smartq.pureforyou.com/products/33055572066338/sunbutyrate-tg-liquid,1,0,1,1,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Image pack
curcumin 500 with bioperine,5,5,50,6,2.08,https://smartq.pureforyou.com/products/32040735965218/curcumin-500-with-bioperine,1,0,2,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
lglutamine powder,11,11,390,27,0.81,https://smartq.pureforyou.com/products/33055633408034/l-glutamine-powder,1,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
magnesium citrate in pill form,6,6,40,33,1.33,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,1,0,1,1,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
sun butyrate,5,5,50,7,1.43,https://smartq.pureforyou.com/products/33055572066338/sunbutyrate-tg-liquid,1,0,1,1,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
vitamin d3 k2 1000 iu,7,7,90,26,0.58,https://smartq.pureforyou.com/products/43591436894242/vitamin-d3-k2,1,0,0,1,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
pure nr supplement,3,3,50,26,2.56,https://smartq.pureforyou.com/products/42756074209314/nr-longevity%E2%80%8B,1,0,2,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
chromium pico 200 mcg,9,9,140,10,0.43,https://smartq.pureforyou.com/products/33055650152482/chromium-picolinate-200-mcg-60,1,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations nac 900mg,3,3,30,9,1.93,https://smartq.pureforyou.com/products/32040776990754/nac-900-mg,1,0,1,1,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
hypothyroidism support supplements,9,9,170,30,1.14,https://smartq.pureforyou.com/products/32040791375906/thyroid-support-complex,1,0,1,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best liquid magnesium,8,8,210,20,0.67,https://smartq.pureforyou.com/products/33055608307746/magnesium-glycinate-liquid,1,0,0,1,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",commercial,Organic
evening primrose epo,10,10,70,39,1.03,https://smartq.pureforyou.com/products/33055644418082/epo-evening-primrose-oil-100,1,0,1,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
collagen js pure encapsulations,5,5,40,15,1.59,https://smartq.pureforyou.com/products/33055647596578/collagen-js-60,1,0,1,1,"Knowledge panel, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
ac formula 2,3,3,30,4,0.91,https://smartq.pureforyou.com/products/33055659950114/ac-formula-ii,1,0,0,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure digestive enzyme ultra,5,5,40,15,1.17,https://smartq.pureforyou.com/products/32040736817186/digestive-enzymes-ultra,1,0,1,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
cellular vitamins,2,2,30,15,4.1,https://smartq.pureforyou.com/collections/cellular-health-longevity,1,0,4,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure encapsulations sam e,6,6,50,9,1.5,https://smartq.pureforyou.com/products/32040787574818/same-60,1,0,1,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations glutamine,5,5,30,1,0.93,https://smartq.pureforyou.com/products/39403571019810/l-glutamine-500-mg,1,0,0,1,"Sitelinks, Video, Image, Related searches",informational,Organic
glutathione liposomal pure encapsulations reviews,9,9,90,17,0,https://smartq.pureforyou.com/products/33055630295074/liposomal-glutathione-30,1,0,0,0,"Knowledge panel, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
pure natural supplements,7,7,50,37,1.51,https://smartq.pureforyou.com/collections/vitamins-minerals,1,0,1,1,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
iodine free multivitamin,7,7,170,14,0.47,https://smartq.pureforyou.com/products/33055588778018/nutrient-950-without-copper-iron-iodine,1,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cortisol soothe,1,1,50,23,0.62,https://smartq.pureforyou.com/products/33055559221282/cortisol-calm-60,1,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
pure supplements review,1,1,40,,1.38,https://smartq.pureforyou.com/collections/vitamins-minerals,1,0,1,1,"Video, Image, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
pure nsk sd,5,5,50,6,0.97,https://smartq.pureforyou.com/products/33055590285346/nsk-sd-60,1,0,0,1,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
powdered magnesium,13,13,590,32,1.01,https://smartq.pureforyou.com/products/33055606439970/magnesium-powder,1,0,1,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure vitamin b12 supplement,4,4,30,6,1.02,https://smartq.pureforyou.com/products/39406542520354/b12-folate,1,0,1,1,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
vitamin one,5,5,70,30,2.31,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,1,0,2,0.99,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
pure encapsulations discount code,17,17,880,15,7.11,https://pureforyou.com/pages/pure-encapsulations-perks,1,0,7,0.7,"Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
pure cranberry tablets,1,1,50,27,1.07,https://smartq.pureforyou.com/products/33055565447202/cranberry-ns-90,1,0,1,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
pure encapsulations prostaflo,5,5,30,5,1.09,https://smartq.pureforyou.com/products/33055583404066/prostaflo,1,0,1,0.92,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
ha supplement,8,8,170,49,0.97,https://smartq.pureforyou.com/products/33055636029474/hyaluronic-acid-60,1,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure gut pro,6,6,50,23,1.62,https://smartq.pureforyou.com/collections/gut-health,1,0,1,1,"Sitelinks, Video, People also ask, Related searches",informational,Organic
liquid magnesium supplement,18,18,1300,22,0.78,https://smartq.pureforyou.com/products/33055608209442/magnesium-liquid,1,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
dao supplement near me,10,10,90,27,0.63,https://smartq.pureforyou.com/products/43700732919842/dao-enzyme,1,0,0,1,"Local pack, Sitelinks, Related searches",transactional,Organic
multivitamin without fillers,8,8,70,35,1.23,https://smartq.pureforyou.com/products/33055588778018/nutrient-950-without-copper-iron-iodine,1,0,1,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations heartburn essentials,4,4,40,3,1,https://smartq.pureforyou.com/products/33055559483426/heartburn-essentials-90,1,0,1,1,"Sitelinks, Image, People also ask, Related searches",informational,Organic
amino nr,4,4,30,2,1.05,https://smartq.pureforyou.com/products/39382136717346/amino-nr-1,1,0,1,1,"Image pack, Sitelinks, Video, Related searches",informational,Organic
citrate malate,4,4,90,14,1.29,https://smartq.pureforyou.com/products/33055653527586/calcium-magnesium-citrate-malate,1,0,1,0.86,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
vitamin b12 and folate supplements,17,17,720,36,1.02,https://smartq.pureforyou.com/products/39406542520354/b12-folate,1,0,1,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
supplements for muscle tension,8,8,90,30,0.65,https://smartq.pureforyou.com/products/32931079389218/muscle-cramp-tension-formula,1,0,0,0.99,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
acid resistant probiotic,2,2,40,19,2.27,https://smartq.pureforyou.com/products/33055585402914/probiotic-50b,1,0,2,0.22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure encapsulations magnesium reviews,2,2,50,30,0,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,1,0,0,0.98,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
magnesium supplements powder,9,9,70,20,1.25,https://smartq.pureforyou.com/products/33055606439970/magnesium-powder,1,0,1,1,"Sitelinks, Video, People also ask, Related searches",informational,Organic
vitamin pack for men,12,12,210,23,2.1,https://smartq.pureforyou.com/products/32040768241698/mens-pure-pack,1,0,2,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bone broth collagen powder,9,9,320,16,1.24,https://smartq.pureforyou.com/products/40301416579106/puredefense-collagen-w-bone-broth,1,0,1,1,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
pure vitamin club,27,83,880,20,1.45,https://pureforyou.com/,1,0,1,0.62,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
multi source magnesium powder,4,4,40,8,1.49,https://smartq.pureforyou.com/products/33055606439970/magnesium-powder,1,0,1,1,"Sitelinks, Video, People also ask, Related searches",informational,Organic
hydroxytryptophan 50 mg,6,6,40,10,0.97,https://smartq.pureforyou.com/products/33055660703778/5-htp-50-mg-60,1,0,0,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
pure amino acids,4,4,320,15,3.34,https://smartq.pureforyou.com/products/33055656804386/amino-replete,1,0,3,1,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Image pack
pure amino acids,4,4,320,15,3.34,https://smartq.pureforyou.com/products/39382136717346/amino-nr-1,1,0,3,1,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Image pack
pure amino acids,7,7,320,15,3.34,https://smartq.pureforyou.com/products/33055656804386/amino-replete,1,0,3,1,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
supplements thyroid support,12,12,390,22,1.14,https://smartq.pureforyou.com/products/32040791375906/thyroid-support-complex,1,0,1,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations polyphenol nutrients,6,6,50,7,0.88,https://smartq.pureforyou.com/products/33055586451490/polyphenol-nutrients-180,1,0,0,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
pure encapsulations poly prebiotic powder,5,5,30,0,2.35,https://smartq.pureforyou.com/products/33055586517026/poly-prebiotic-powder,1,0,2,1,"Sitelinks, Image, Related searches",informational,Organic
pure b complex,5,5,480,20,0.84,https://smartq.pureforyou.com/products/33055655657506/b6-complex-60,1,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Image pack
pure b complex,5,5,480,20,0.84,https://smartq.pureforyou.com/products/33055582453794/puregenomics-b-complex,1,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Image pack
pure dha,4,4,40,8,1.94,https://smartq.pureforyou.com/products/33055646679074/dha-ultimate-60,1,0,1,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
prostate pure,1,1,30,20,1.74,https://smartq.pureforyou.com/products/33055572820002/sp-ultimate-90,1,0,1,1,"Image pack, Sitelinks, Video, Related searches",informational,Image pack
liver gi detox pure,6,6,70,6,0,https://smartq.pureforyou.com/products/32944647995426/liver-gi-detox,1,0,0,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
does magnesium come in liquid form,5,5,50,16,0.29,https://smartq.pureforyou.com/products/33055608307746/magnesium-glycinate-liquid,1,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
